Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,JD_prcp  ,JD_snow  ,Month  ,State_id  ,Year  ,CPRC (in),CPRS (in),CSNW (in),PRCP (in),PRCP_flag  ,SNOW (in),SNOW_flag  ,SNWD (in),SNWD_flag  ,Season_prcp  ,Season_snow  ,TAVE (F),TMAX (F),TMAX_flag  ,TMIN (F),TMIN_flag   
16,320,47,108,11,'305801',2013,38.66,0.7,0,0.05,'  W',0,'  W',0,'  W','2013-14','2013-14',53,60,'  W',45,'  W' 
17,321,48,109,11,'305801',2013,38.69,0.73,0,0.03,'  W',0,'  W',0,'  W','2013-14','2013-14',56,60,'  W',51,'  W' 
18,322,49,110,11,'305801',2013,38.91,0.95,0,0.22,'  W',0,'  W',0,'  W','2013-14','2013-14',58,65,'  W',51,'  W' 
19,323,50,111,11,'305801',2013,38.91,0.95,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',44,51,'  W',36,'  W' 
20,324,51,112,11,'305801',2013,38.91,0.95,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',38,44,'  W',32,'  W' 
21,325,52,113,11,'305801',2013,38.91,0.95,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',44,52,'  W',35,'  W' 
22,326,53,114,11,'305801',2013,38.98,1.02,0,0.07,'  W',0,'  W',0,'  W','2013-14','2013-14',54,57,'  W',51,'  W' 
23,327,54,115,11,'305801',2013,38.98,1.02,0,0,'T W',0,'T W',0,'  W','2013-14','2013-14',43,54,'  W',31,'  W' 
24,328,55,116,11,'305801',2013,38.98,1.02,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',27,30,'  W',23,'  W' 
25,329,56,117,11,'305801',2013,38.98,1.02,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',29,35,'  W',23,'  W' 
26,330,57,118,11,'305801',2013,39.49,1.53,0,0.51,'  W',0,'T W',0,'  W','2013-14','2013-14',40,47,'  W',33,'  W' 
27,331,58,119,11,'305801',2013,41.47,3.51,0,1.98,'  W',0,'  W',0,'  W','2013-14','2013-14',49,62,'  W',35,'  W' 
28,332,59,120,11,'305801',2013,41.47,3.51,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',33,35,'  W',30,'  W' 
29,333,60,121,11,'305801',2013,41.47,3.51,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',34,39,'  W',29,'  W' 
30,334,61,122,11,'305801',2013,41.47,3.51,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',32,39,'  W',25,'  W' 
1,335,62,123,12,'305801',2013,41.47,3.51,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',43,49,'  W',36,'  W' 
2,336,63,124,12,'305801',2013,41.47,3.51,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',45,49,'  W',41,'  W' 
3,337,64,125,12,'305801',2013,41.47,3.51,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',46,53,'  W',38,'  W' 
4,338,65,126,12,'305801',2013,41.47,3.51,0,0,'  W',0,'  W',0,'  W','2013-14','2013-14',47,52,'  W',41,'  W' 
5,339,66,127,12,'305801',2013,41.48,3.52,0,0.01,'  W',0,'  W',0,'  W','2013-14','2013-14',54,60,'  W',48,'  W' 
6,340,67,128,12,'305801',2013,42.21,4.25,0,0.73,'  W',0,'  W',0,'  W','2013-14','2013-14',50,62,'  W',37,'  W' 
7,341,68,129,12,'305801',2013,42.35,4.39,0,0.14,'  W',0,'T W',0,'  W','2013-14','2013-14',37,41,'  W',32,'  W' 
8,342,69,130,12,'305801',2013,42.43,4.47,0.7,0.08,'  W',0.7,'  W',0,'  W','2013-14','2013-14',31,33,'  W',29,'  W' 
9,343,70,131,12,'305801',2013,42.73,4.77,0.7,0.3,'  W',0,'T W',0,'T W','2013-14','2013-14',35,39,'  W',31,'  W' 
10,344,71,132,12,'305801',2013,42.96,5,2.1,0.23,'  W',1.4,'  W',0,'  W','2013-14','2013-14',34,37,'  W',30,'  W' 
11,345,72,133,12,'305801',2013,42.96,5,2.1,0,'  W',0,'  W',0,'  W','2013-14','2013-14',30,33,'  W',27,'  W' 
12,346,73,134,12,'305801',2013,42.96,5,2.1,0,'  W',0,'  W',0,'  W','2013-14','2013-14',27,30,'  W',23,'  W' 
13,347,74,135,12,'305801',2013,42.96,5,2.1,0,'  W',0,'  W',0,'  W','2013-14','2013-14',29,35,'  W',23,'  W' 
14,348,75,136,12,'305801',2013,43.69,5.73,7.1,0.73,'  W',5,'  W',0,'  W','2013-14','2013-14',28,34,'  W',22,'  W' 
15,349,76,137,12,'305801',2013,44.41,6.45,7.1,0.72,'  W',0,'  W',3,'  W','2013-14','2013-14',35,40,'  W',30,'  W' 
16,350,77,138,12,'305801',2013,44.41,6.45,7.1,0,'  W',0,'  W',3,'  W','2013-14','2013-14',29,33,'  W',25,'  W' 
17,351,78,139,12,'305801',2013,44.6,6.64,8.6,0.19,'  W',1.5,'  W',3,'  W','2013-14','2013-14',28,32,'  W',24,'  W' 
18,352,79,140,12,'305801',2013,44.6,6.64,8.6,0,'  W',0,'  W',4,'  W','2013-14','2013-14',30,37,'  W',23,'  W' 
19,353,80,141,12,'305801',2013,44.6,6.64,8.6,0,'  W',0,'  W',3,'  W','2013-14','2013-14',39,47,'  W',30,'  W' 
20,354,81,142,12,'305801',2013,44.6,6.64,8.6,0,'  W',0,'  W',3,'  W','2013-14','2013-14',47,53,'  W',41,'  W' 
21,355,82,143,12,'305801',2013,44.61,6.65,8.6,0.01,'  W',0,'  W',1,'  W','2013-14','2013-14',58,65,'  W',51,'  W' 
22,356,83,144,12,'305801',2013,44.61,6.65,8.6,0,'T W',0,'  W',0,'  W','2013-14','2013-14',66,71,'  W',61,'  W' 
23,357,84,145,12,'305801',2013,45.12,7.16,8.6,0.51,'  W',0,'  W',0,'  W','2013-14','2013-14',53,64,'  W',42,'  W' 
24,358,85,146,12,'305801',2013,45.12,7.16,8.6,0,'T W',0,'T W',0,'  W','2013-14','2013-14',34,42,'  W',26,'  W' 
25,359,86,147,12,'305801',2013,45.12,7.16,8.6,0,'  W',0,'  W',0,'  W','2013-14','2013-14',25,31,'  W',19,'  W' 
26,360,87,148,12,'305801',2013,45.12,7.16,8.6,0,'T W',0,'T W',0,'  W','2013-14','2013-14',33,36,'  W',30,'  W' 
27,361,88,149,12,'305801',2013,45.12,7.16,8.6,0,'  W',0,'  W',0,'  W','2013-14','2013-14',36,40,'  W',31,'  W' 
28,362,89,150,12,'305801',2013,45.12,7.16,8.6,0,'  W',0,'  W',0,'  W','2013-14','2013-14',46,55,'  W',36,'  W' 
29,363,90,151,12,'305801',2013,46.32,8.36,8.6,1.2,'  W',0,'  W',0,'  W','2013-14','2013-14',45,48,'  W',41,'  W' 
30,364,91,152,12,'305801',2013,46.32,8.36,8.6,0,'  W',0,'  W',0,'  W','2013-14','2013-14',34,45,'  W',23,'  W' 
31,365,92,153,12,'305801',2013,46.32,8.36,8.6,0,'T W',0,'T W',0,'  W','2013-14','2013-14',27,32,'  W',21,'  W' 
1,1,93,154,1,'305801',2014,0,8.36,8.6,0,'  W',0,'  W',0,'  W','2013-14','2013-14',29,33,'  W',24,'  W' 
2,2,94,155,1,'305801',2014,0.33,8.69,11.7,0.33,'  W',3.1,'  W',0,'  W','2013-14','2013-14',26,33,'  W',18,'  W' 
3,3,95,156,1,'305801',2014,0.62,8.98,15,0.29,'  W',3.3,'  W',6,'  W','2013-14','2013-14',14,18,'  W',9,'  W' 
4,4,96,157,1,'305801',2014,0.62,8.98,15,0,'  W',0,'  W',6,'  W','2013-14','2013-14',19,29,'  W',8,'  W' 
5,5,97,158,1,'305801',2014,0.76,9.12,15,0.14,'  W',0,'T W',4,'  W','2013-14','2013-14',34,40,'  W',27,'  W' 
6,6,98,159,1,'305801',2014,1.12,9.48,15,0.36,'  W',0,'  W',1,'  W','2013-14','2013-14',37,55,'  W',19,'  W' 
7,7,99,160,1,'305801',2014,1.12,9.48,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',12,19,'  W',4,'  W' 
8,8,100,161,1,'305801',2014,1.12,9.48,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',16,22,'  W',9,'  W' 
9,9,101,162,1,'305801',2014,1.12,9.48,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',27,32,'  W',22,'  W' 
10,10,102,163,1,'305801',2014,1.23,9.59,15,0.11,'  W',0,'T W',0,'  W','2013-14','2013-14',34,37,'  W',30,'  W' 
11,11,103,164,1,'305801',2014,1.73,10.09,15,0.5,'  W',0,'  W',0,'  W','2013-14','2013-14',48,58,'  W',37,'  W' 
12,12,104,165,1,'305801',2014,1.78,10.14,15,0.05,'  W',0,'  W',0,'  W','2013-14','2013-14',46,54,'  W',38,'  W' 
13,13,105,166,1,'305801',2014,1.78,10.14,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',44,51,'  W',37,'  W' 
14,14,106,167,1,'305801',2014,2.16,10.52,15,0.38,'  W',0,'  W',0,'  W','2013-14','2013-14',48,52,'  W',44,'  W' 
15,15,107,168,1,'305801',2014,2.16,10.52,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',43,47,'  W',39,'  W' 
16,16,108,169,1,'305801',2014,2.16,10.52,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',39,42,'  W',36,'  W' 
17,17,109,170,1,'305801',2014,2.16,10.52,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',39,44,'  W',33,'  W' 
18,18,110,171,1,'305801',2014,2.23,10.59,15,0.07,'  W',0,'T W',0,'  W','2013-14','2013-14',35,41,'  W',29,'  W' 
19,19,111,172,1,'305801',2014,2.23,10.59,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',31,38,'  W',24,'  W' 
20,20,112,173,1,'305801',2014,2.23,10.59,15,0,'  W',0,'  W',0,'  W','2013-14','2013-14',39,46,'  W',31,'  W' 
21,21,113,174,1,'305801',2014,2.69,11.05,26,0.46,'  W',11,'  W',0,'  W','2013-14','2013-14',21,31,'  W',11,'  W' 
22,22,114,175,1,'305801',2014,2.71,11.07,26.5,0.02,'  W',0.5,'  W',11,'  W','2013-14','2013-14',11,17,'  W',5,'  W' 
23,23,115,176,1,'305801',2014,2.71,11.07,26.5,0,'  W',0,'  W',7,'  W','2013-14','2013-14',14,20,'  W',7,'  W' 
24,24,116,177,1,'305801',2014,2.71,11.07,26.5,0,'  W',0,'  W',6,'  W','2013-14','2013-14',15,20,'  W',10,'  W' 
25,25,117,178,1,'305801',2014,2.75,11.11,27.5,0.04,'  W',1,'  W',4,'  W','2013-14','2013-14',24,28,'  W',19,'  W' 
26,26,118,179,1,'305801',2014,2.75,11.11,27.5,0,'  W',0,'T W',4,'  W','2013-14','2013-14',26,34,'  W',17,'  W' 
27,27,119,180,1,'305801',2014,2.75,11.11,27.5,0,'  W',0,'  W',3,'  W','2013-14','2013-14',33,44,'  W',21,'  W' 
28,28,120,181,1,'305801',2014,2.75,11.11,27.5,0,'  W',0,'  W',1,'  W','2013-14','2013-14',17,21,'  W',12,'  W' 
29,29,121,182,1,'305801',2014,2.79,11.15,28.3,0.04,'  W',0.8,'  W',2,'  W','2013-14','2013-14',19,23,'  W',14,'  W' 
30,30,122,183,1,'305801',2014,2.79,11.15,28.3,0,'  W',0,'  W',1,'  Z','2013-14','2013-14',23,30,'  W',16,'  W' 
31,31,123,184,1,'305801',2014,2.79,11.15,28.3,0,'  W',0,'  W',1,'  W','2013-14','2013-14',32,39,'  W',25,'  W' 
1,32,124,185,2,'305801',2014,2.79,11.15,28.3,0,'  W',0,'  W',1,'  W','2013-14','2013-14',41,45,'  W',36,'  W' 
2,33,125,186,2,'305801',2014,2.79,11.15,28.3,0,'T W',0,'  W',1,'  W','2013-14','2013-14',48,56,'  W',39,'  W' 
3,34,126,187,2,'305801',2014,3.96,12.32,36.3,1.17,'  W',8,'  W',1,'  W','2013-14','2013-14',35,43,'  W',27,'  W' 
4,35,127,188,2,'305801',2014,3.96,12.32,36.3,0,'  W',0,'  W',8,'  W','2013-14','2013-14',29,35,'  W',22,'  W' 
5,36,128,189,2,'305801',2014,5.39,13.75,40.3,1.43,'  W',4,'  W',9,'  W','2013-14','2013-14',32,34,'  W',29,'  W' 
6,37,129,190,2,'305801',2014,5.39,13.75,40.3,0,'  W',0,'  W',9,'  W','2013-14','2013-14',27,32,'  W',21,'  W' 
7,38,130,191,2,'305801',2014,5.39,13.75,40.3,0,'  W',0,'  W',9,'  W','2013-14','2013-14',28,32,'  W',24,'  W' 
8,39,131,192,2,'305801',2014,5.39,13.75,40.3,0,'  W',0,'  W',9,'  W','2013-14','2013-14',25,29,'  W',21,'  W' 
9,40,132,193,2,'305801',2014,5.49,13.85,41.5,0.1,'  W',1.2,'  W',8,'  W','2013-14','2013-14',26,31,'  W',21,'  W' 
10,41,133,194,2,'305801',2014,5.49,13.85,41.5,0,'  W',0,'  W',10,'  W','2013-14','2013-14',25,29,'  W',21,'  W' 
11,42,134,195,2,'305801',2014,5.49,13.85,41.5,0,'  W',0,'  W',10,'  W','2013-14','2013-14',21,26,'  W',16,'  W' 
12,43,135,196,2,'305801',2014,5.49,13.85,41.5,0,'  W',0,'  W',10,'  W','2013-14','2013-14',19,25,'  W',13,'  W' 
13,44,136,197,2,'305801',2014,7.27,15.63,51,1.78,'  W',9.5,'  W',12,'  W','2013-14','2013-14',30,36,'  W',24,'  W' 
14,45,137,198,2,'305801',2014,7.57,15.93,54,0.3,'  W',3,'  W',18,'  W','2013-14','2013-14',36,40,'  W',31,'  W' 
15,46,138,199,2,'305801',2014,7.7,16.06,55.6,0.13,'  W',1.6,'  W',18,'  W','2013-14','2013-14',32,37,'  W',27,'  W' 
16,47,139,200,2,'305801',2014,7.7,16.06,55.6,0,'  W',0,'  W',18,'  W','2013-14','2013-14',26,30,'  W',21,'  W' 
17,48,140,201,2,'305801',2014,7.7,16.06,55.6,0,'  W',0,'  W',17,'  W','2013-14','2013-14',25,32,'  W',18,'  W' 
18,49,141,202,2,'305801',2014,7.86,16.22,57.1,0.16,'  W',1.5,'  W',18,'  W','2013-14','2013-14',33,39,'  W',26,'  W' 
19,50,142,203,2,'305801',2014,8.12,16.48,57.1,0.26,'  W',0,'  W',17,'  W','2013-14','2013-14',40,45,'  W',34,'  W' 
20,51,143,204,2,'305801',2014,8.15,16.51,57.1,0.03,'  W',0,'  W',15,'  W','2013-14','2013-14',44,51,'  W',37,'  W' 
21,52,144,205,2,'305801',2014,8.24,16.6,57.1,0.09,'  W',0,'  W',13,'  W','2013-14','2013-14',43,49,'  W',36,'  W' 
22,53,145,206,2,'305801',2014,8.24,16.6,57.1,0,'  W',0,'  W',10,'  W','2013-14','2013-14',47,54,'  W',40,'  W' 
23,54,146,207,2,'305801',2014,8.24,16.6,57.1,0,'T W',0,'  W',9,'  W','2013-14','2013-14',49,54,'  W',43,'  W' 
24,55,147,208,2,'305801',2014,8.24,16.6,57.1,0,'  W',0,'  W',6,'  W','2013-14','2013-14',36,44,'  W',27,'  W' 
25,56,148,209,2,'305801',2014,8.24,16.6,57.1,0,'  W',0,'  W',6,'  W','2013-14','2013-14',29,33,'  W',24,'  W' 
26,57,149,210,2,'305801',2014,8.27,16.63,57.3,0.03,'  W',0.2,'  W',6,'  W','2013-14','2013-14',26,31,'  W',20,'  W' 
27,58,150,211,2,'305801',2014,8.27,16.63,57.3,0,'  W',0,'  W',6,'  W','2013-14','2013-14',24,34,'  W',14,'  W' 
28,59,151,212,2,'305801',2014,8.27,16.63,57.3,0,'  W',0,'  W',6,'  W','2013-14','2013-14',17,24,'  W',9,'  W' 
1,60,152,213,3,'305801',2014,8.27,16.63,57.3,0,'  W',0,'  W',6,'  W','2013-14','2013-14',29,37,'  W',20,'  W' 
2,61,153,214,3,'305801',2014,8.27,16.63,57.3,0,'T W',0,'T W',5,'  W','2013-14','2013-14',36,40,'  W',32,'  W' 
3,62,154,215,3,'305801',2014,8.31,16.67,57.4,0.04,'  W',0.1,'  W',5,'  W','2013-14','2013-14',25,32,'  W',17,'  W' 
4,63,155,216,3,'305801',2014,8.31,16.67,57.4,0,'  W',0,'  W',5,'  W','2013-14','2013-14',21,29,'  W',13,'  W' 
5,64,156,217,3,'305801',2014,8.31,16.67,57.4,0,'  W',0,'  W',4,'  W','2013-14','2013-14',33,39,'  W',26,'  W' 
6,65,157,218,3,'305801',2014,8.31,16.67,57.4,0,'  W',0,'  W',4,'  W','2013-14','2013-14',24,31,'  W',16,'  W' 
7,66,158,219,3,'305801',2014,8.31,16.67,57.4,0,'  W',0,'  W',4,'  W','2013-14','2013-14',32,37,'  W',26,'  W' 
8,67,159,220,3,'305801',2014,8.31,16.67,57.4,0,'  W',0,'  W',3,'  W','2013-14','2013-14',46,57,'  W',35,'  W' 
9,68,160,221,3,'305801',2014,8.31,16.67,57.4,0,'  W',0,'  W',2,'  W','2013-14','2013-14',40,44,'  W',36,'  W' 
10,69,161,222,3,'305801',2014,8.31,16.67,57.4,0,'T W',0,'T W',1,'  W','2013-14','2013-14',44,51,'  W',36,'  W' 
11,70,162,223,3,'305801',2014,8.31,16.67,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',56,66,'  W',45,'  W' 
12,71,163,224,3,'305801',2014,8.66,17.02,57.4,0.35,'  W',0,'  W',0,'  W','2013-14','2013-14',44,56,'  W',32,'  W' 
13,72,164,225,3,'305801',2014,8.66,17.02,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',25,32,'  W',18,'  W' 
14,73,165,226,3,'305801',2014,8.66,17.02,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',34,46,'  W',22,'  W' 
15,74,166,227,3,'305801',2014,8.66,17.02,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',50,58,'  W',42,'  W' 
16,75,167,228,3,'305801',2014,8.66,17.02,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',36,42,'  W',30,'  W' 
17,76,168,229,3,'305801',2014,8.66,17.02,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',29,35,'  W',23,'  W' 
18,77,169,230,3,'305801',2014,8.66,17.02,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',36,43,'  W',28,'  W' 
19,78,170,231,3,'305801',2014,9.58,17.94,57.4,0.92,'  W',0,'  W',0,'  W','2013-14','2013-14',39,46,'  W',32,'  W' 
20,79,171,232,3,'305801',2014,9.58,17.94,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',47,54,'  W',40,'  W' 
21,80,172,233,3,'305801',2014,9.58,17.94,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',45,51,'  W',39,'  W' 
22,81,173,234,3,'305801',2014,9.58,17.94,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',52,63,'  W',41,'  W' 
23,82,174,235,3,'305801',2014,9.58,17.94,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',35,42,'  W',27,'  W' 
24,83,175,236,3,'305801',2014,9.58,17.94,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',28,35,'  W',21,'  W' 
25,84,176,237,3,'305801',2014,9.58,17.94,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',33,39,'  W',26,'  W' 
26,85,177,238,3,'305801',2014,9.58,17.94,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',30,36,'  W',24,'  W' 
27,86,178,239,3,'305801',2014,9.58,17.94,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',33,44,'  W',22,'  W' 
28,87,179,240,3,'305801',2014,9.62,17.98,57.4,0.04,'  W',0,'  W',0,'  W','2013-14','2013-14',50,62,'  W',37,'  W' 
29,88,180,241,3,'305801',2014,11.43,19.79,57.4,1.81,'  W',0,'  W',0,'  W','2013-14','2013-14',51,59,'  W',43,'  W' 
30,89,181,242,3,'305801',2014,11.78,20.14,57.4,0.35,'  W',0,'  W',0,'  W','2013-14','2013-14',44,49,'  W',39,'  W' 
31,90,182,243,3,'305801',2014,11.94,20.3,57.4,0.16,'  W',0,'T W',0,'  W','2013-14','2013-14',46,56,'  W',36,'  W' 
1,91,183,244,4,'305801',2014,11.94,20.3,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',50,60,'  W',39,'  W' 
2,92,184,245,4,'305801',2014,11.94,20.3,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',48,54,'  W',42,'  W' 
3,93,185,246,4,'305801',2014,12.01,20.37,57.4,0.07,'  W',0,'  W',0,'  W','2013-14','2013-14',57,67,'  W',46,'  W' 
4,94,186,247,4,'305801',2014,12.22,20.58,57.4,0.21,'  W',0,'  W',0,'  W','2013-14','2013-14',44,47,'  W',40,'  W' 
5,95,187,248,4,'305801',2014,12.22,20.58,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',47,54,'  W',40,'  W' 
6,96,188,249,4,'305801',2014,12.22,20.58,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',49,61,'  W',36,'  W' 
7,97,189,250,4,'305801',2014,12.74,21.1,57.4,0.52,'  W',0,'  W',0,'  W','2013-14','2013-14',48,53,'  W',43,'  W' 
8,98,190,251,4,'305801',2014,13.08,21.44,57.4,0.34,'  W',0,'  W',0,'  W','2013-14','2013-14',55,64,'  W',46,'  W' 
9,99,191,252,4,'305801',2014,13.08,21.44,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',53,61,'  W',45,'  W' 
10,100,192,253,4,'305801',2014,13.08,21.44,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',50,58,'  W',42,'  W' 
11,101,193,254,4,'305801',2014,13.08,21.44,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',66,75,'  W',56,'  W' 
12,102,194,255,4,'305801',2014,13.08,21.44,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',62,73,'  W',50,'  W' 
13,103,195,256,4,'305801',2014,13.08,21.44,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',66,77,'  W',54,'  W' 
14,104,196,257,4,'305801',2014,13.08,21.44,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',67,75,'  W',59,'  W' 
15,105,197,258,4,'305801',2014,13.79,22.15,57.4,0.71,'  W',0,'T W',0,'  W','2013-14','2013-14',48,63,'  W',33,'  W' 
16,106,198,259,4,'305801',2014,13.84,22.2,57.4,0.05,'  W',0,'T W',0,'  W','2013-14','2013-14',40,49,'  W',31,'  W' 
17,107,199,260,4,'305801',2014,13.84,22.2,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',42,48,'  W',36,'  W' 
18,108,200,261,4,'305801',2014,13.84,22.2,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',42,49,'  W',35,'  W' 
19,109,201,262,4,'305801',2014,13.84,22.2,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',55,68,'  W',41,'  W' 
20,110,202,263,4,'305801',2014,13.84,22.2,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',53,60,'  W',45,'  W' 
21,111,203,264,4,'305801',2014,13.84,22.2,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',54,67,'  W',41,'  W' 
22,112,204,265,4,'305801',2014,13.85,22.21,57.4,0.01,'  W',0,'  W',0,'  W','2013-14','2013-14',61,71,'  W',51,'  W' 
23,113,205,266,4,'305801',2014,13.85,22.21,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',53,61,'  W',44,'  W' 
24,114,206,267,4,'305801',2014,13.85,22.21,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',52,62,'  W',42,'  W' 
25,115,207,268,4,'305801',2014,13.87,22.23,57.4,0.02,'  W',0,'  W',0,'  W','2013-14','2013-14',54,63,'  W',44,'  W' 
26,116,208,269,4,'305801',2014,14.79,23.15,57.4,0.92,'  W',0,'  W',0,'  W','2013-14','2013-14',57,67,'  W',46,'  W' 
27,117,209,270,4,'305801',2014,14.79,23.15,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',53,59,'  W',47,'  W' 
28,118,210,271,4,'305801',2014,14.79,23.15,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',56,67,'  W',45,'  W' 
29,119,211,272,4,'305801',2014,14.82,23.18,57.4,0.03,'  W',0,'  W',0,'  W','2013-14','2013-14',48,52,'  W',43,'  W' 
30,120,212,273,4,'305801',2014,19.79,28.15,57.4,4.97,'  W',0,'  W',0,'  W','2013-14','2013-14',47,52,'  W',41,'  W' 
1,121,213,274,5,'305801',2014,19.91,28.27,57.4,0.12,'  W',0,'  W',0,'  W','2013-14','2013-14',65,78,'  W',51,'  W' 
2,122,214,275,5,'305801',2014,19.91,28.27,57.4,0,'T W',0,'  W',0,'  W','2013-14','2013-14',63,70,'  W',56,'  W' 
3,123,215,276,5,'305801',2014,19.99,28.35,57.4,0.08,'  W',0,'  W',0,'  W','2013-14','2013-14',63,71,'  W',54,'  W' 
4,124,216,277,5,'305801',2014,20.01,28.37,57.4,0.02,'  W',0,'  W',0,'  W','2013-14','2013-14',60,65,'  W',54,'  W' 
5,125,217,278,5,'305801',2014,20.01,28.37,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',60,70,'  W',50,'  W' 
6,126,218,279,5,'305801',2014,20.01,28.37,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',62,71,'  W',52,'  W' 
7,127,219,280,5,'305801',2014,20.01,28.37,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',60,69,'  W',50,'  W' 
8,128,220,281,5,'305801',2014,20.42,28.78,57.4,0.41,'  W',0,'  W',0,'  W','2013-14','2013-14',56,59,'  W',53,'  W' 
9,129,221,282,5,'305801',2014,20.46,28.82,57.4,0.04,'  W',0,'  W',0,'  W','2013-14','2013-14',59,63,'  W',55,'  W' 
10,130,222,283,5,'305801',2014,20.83,29.19,57.4,0.37,'  W',0,'  W',0,'  W','2013-14','2013-14',70,83,'  W',57,'  W' 
11,131,223,284,5,'305801',2014,20.86,29.22,57.4,0.03,'  W',0,'  W',0,'  W','2013-14','2013-14',71,82,'  W',60,'  W' 
12,132,224,285,5,'305801',2014,20.86,29.22,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',75,85,'  W',64,'  W' 
13,133,225,286,5,'305801',2014,20.86,29.22,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',63,73,'  W',53,'  W' 
14,134,226,287,5,'305801',2014,20.87,29.23,57.4,0.01,'  W',0,'  W',0,'  W','2013-14','2013-14',62,71,'  W',52,'  W' 
15,135,227,288,5,'305801',2014,21.02,29.38,57.4,0.15,'  W',0,'  W',0,'  W','2013-14','2013-14',65,71,'  W',58,'  W' 
16,136,228,289,5,'305801',2014,22.56,30.92,57.4,1.54,'  W',0,'  W',0,'  W','2013-14','2013-14',63,68,'  W',58,'  W' 
17,137,229,290,5,'305801',2014,22.56,30.92,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',62,70,'  W',53,'  W' 
18,138,230,291,5,'305801',2014,22.56,30.92,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',59,67,'  W',51,'  W' 
19,139,231,292,5,'305801',2014,22.56,30.92,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',61,72,'  W',49,'  W' 
20,140,232,293,5,'305801',2014,22.56,30.92,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',66,78,'  W',53,'  W' 
21,141,233,294,5,'305801',2014,22.56,30.92,57.4,0,'  W',0,'  W',0,'  W','2013-14','2013-14',69,74,'  W',63,'  W' 
